GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSA,ANRCA,CBSAA,CSAA,METDIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNI,SDUNIA,PCI,PUMAA,GEO_ID,BTTRA,BTBGA,TL_GEO_ID,NAME_E,AURUE001,NAME_M,AURUM001
G48026610,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Lamesa Independent School District,26610,,,9700000US4826610,,,4826610,"Lamesa Independent School District, Texas",51358,"Lamesa Independent School District, Texas",12128
G48026640,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Lampasas Independent School District,26640,,,9700000US4826640,,,4826640,"Lampasas Independent School District, Texas",80703,"Lampasas Independent School District, Texas",7640
G48026670,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Lancaster Independent School District,26670,,,9700000US4826670,,,4826670,"Lancaster Independent School District, Texas",69151,"Lancaster Independent School District, Texas",7883
G48026700,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Laneville Independent School District,26700,,,9700000US4826700,,,4826700,"Laneville Independent School District, Texas",62381,"Laneville Independent School District, Texas",39648
G48026790,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Laredo Independent School District,26790,,,9700000US4826790,,,4826790,"Laredo Independent School District, Texas",39329,"Laredo Independent School District, Texas",2198
G48026850,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Lasara Independent School District,26850,,,9700000US4826850,,,4826850,"Lasara Independent School District, Texas",-666666666,"Lasara Independent School District, Texas",-222222222
G48026910,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Latexo Independent School District,26910,,,9700000US4826910,,,4826910,"Latexo Independent School District, Texas",78672,"Latexo Independent School District, Texas",26292
G48026970,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Lazbuddie Independent School District,26970,,,9700000US4826970,,,4826970,"Lazbuddie Independent School District, Texas",93125,"Lazbuddie Independent School District, Texas",46324
G48027000,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Leakey Independent School District,27000,,,9700000US4827000,,,4827000,"Leakey Independent School District, Texas",62530,"Leakey Independent School District, Texas",44366
G48027030,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Leander Independent School District,27030,,,9700000US4827030,,,4827030,"Leander Independent School District, Texas",133971,"Leander Independent School District, Texas",3764
G48027060,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Leary Independent School District,27060,,,9700000US4827060,,,4827060,"Leary Independent School District, Texas",73614,"Leary Independent School District, Texas",7454
G48027090,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Lefors Independent School District,27090,,,9700000US4827090,,,4827090,"Lefors Independent School District, Texas",67750,"Lefors Independent School District, Texas",29960
G48027120,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Leggett Independent School District,27120,,,9700000US4827120,,,4827120,"Leggett Independent School District, Texas",48578,"Leggett Independent School District, Texas",13425
G48027180,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Leon Independent School District,27180,,,9700000US4827180,,,4827180,"Leon Independent School District, Texas",70893,"Leon Independent School District, Texas",11732
G48027210,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Leonard Independent School District,27210,,,9700000US4827210,,,4827210,"Leonard Independent School District, Texas",62324,"Leonard Independent School District, Texas",7263
G48027240,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Levelland Independent School District,27240,,,9700000US4827240,,,4827240,"Levelland Independent School District, Texas",60864,"Levelland Independent School District, Texas",10723
G48027270,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Leveretts Chapel Independent School District,27270,,,9700000US4827270,,,4827270,"Leveretts Chapel Independent School District, Texas",70677,"Leveretts Chapel Independent School District, Texas",9523
G48027300,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Lewisville Independent School District,27300,,,9700000US4827300,,,4827300,"Lewisville Independent School District, Texas",113996,"Lewisville Independent School District, Texas",2660
G48027330,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Lexington Independent School District,27330,,,9700000US4827330,,,4827330,"Lexington Independent School District, Texas",89943,"Lexington Independent School District, Texas",16720
G48027390,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Liberty-Eylau Independent School District,27390,,,9700000US4827390,,,4827390,"Liberty-Eylau Independent School District, Texas",45988,"Liberty-Eylau Independent School District, Texas",4905
G48027420,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Liberty Hill Independent School District,27420,,,9700000US4827420,,,4827420,"Liberty Hill Independent School District, Texas",144551,"Liberty Hill Independent School District, Texas",8164
G48027450,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Liberty Independent School District,27450,,,9700000US4827450,,,4827450,"Liberty Independent School District, Texas",49397,"Liberty Independent School District, Texas",12461
G48027510,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Lindale Independent School District,27510,,,9700000US4827510,,,4827510,"Lindale Independent School District, Texas",92838,"Lindale Independent School District, Texas",11899
G48027540,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Linden-Kildare Consolidated Independent School District,27540,,,9700000US4827540,,,4827540,"Linden-Kildare Consolidated Independent School District, Texas",52616,"Linden-Kildare Consolidated Independent School District, Texas",14622
G48027570,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Lindsay Independent School District,27570,,,9700000US4827570,,,4827570,"Lindsay Independent School District, Texas",104423,"Lindsay Independent School District, Texas",20922
G48027600,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Lingleville Independent School District,27600,,,9700000US4827600,,,4827600,"Lingleville Independent School District, Texas",78333,"Lingleville Independent School District, Texas",14380
G48027630,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Lipan Independent School District,27630,,,9700000US4827630,,,4827630,"Lipan Independent School District, Texas",90601,"Lipan Independent School District, Texas",8456
G48027690,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Little Cypress-Mauriceville Consolidated Independent School District,27690,,,9700000US4827690,,,4827690,"Little Cypress-Mauriceville Consolidated Independent School District, Texas",78503,"Little Cypress-Mauriceville Consolidated Independent School District, Texas",12030
G48027720,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Little Elm Independent School District,27720,,,9700000US4827720,,,4827720,"Little Elm Independent School District, Texas",122225,"Little Elm Independent School District, Texas",8060
G48027750,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Littlefield Independent School District,27750,,,9700000US4827750,,,4827750,"Littlefield Independent School District, Texas",60145,"Littlefield Independent School District, Texas",7156
G48027780,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Livingston Independent School District,27780,,,9700000US4827780,,,4827780,"Livingston Independent School District, Texas",63607,"Livingston Independent School District, Texas",6529
G48027810,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Llano Independent School District,27810,,,9700000US4827810,,,4827810,"Llano Independent School District, Texas",71798,"Llano Independent School District, Texas",8756
G48027870,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Lockhart Independent School District,27870,,,9700000US4827870,,,4827870,"Lockhart Independent School District, Texas",76224,"Lockhart Independent School District, Texas",5952
G48027890,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Lockney Independent School District,27890,,,9700000US4827890,,,4827890,"Lockney Independent School District, Texas",61639,"Lockney Independent School District, Texas",6781
G48027930,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Lohn Independent School District,27930,,,9700000US4827930,,,4827930,"Lohn Independent School District, Texas",68750,"Lohn Independent School District, Texas",22608
G48027960,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Lometa Independent School District,27960,,,9700000US4827960,,,4827960,"Lometa Independent School District, Texas",74038,"Lometa Independent School District, Texas",11335
G48027990,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,London Independent School District,27990,,,9700000US4827990,,,4827990,"London Independent School District, Texas",179913,"London Independent School District, Texas",30981
G48028020,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Lone Oak Independent School District,28020,,,9700000US4828020,,,4828020,"Lone Oak Independent School District, Texas",102557,"Lone Oak Independent School District, Texas",28530
G48028110,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Longview Independent School District,28110,,,9700000US4828110,,,4828110,"Longview Independent School District, Texas",61669,"Longview Independent School District, Texas",3661
G48028140,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Loop Independent School District,28140,,,9700000US4828140,,,4828140,"Loop Independent School District, Texas",62917,"Loop Independent School District, Texas",43644
G48028170,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Loraine Independent School District,28170,,,9700000US4828170,,,4828170,"Loraine Independent School District, Texas",52188,"Loraine Independent School District, Texas",15726
G48028200,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Lorena Independent School District,28200,,,9700000US4828200,,,4828200,"Lorena Independent School District, Texas",104000,"Lorena Independent School District, Texas",13129
G48028230,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Lorenzo Independent School District,28230,,,9700000US4828230,,,4828230,"Lorenzo Independent School District, Texas",57813,"Lorenzo Independent School District, Texas",29224
G48028290,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Los Fresnos Consolidated Independent School District,28290,,,9700000US4828290,,,4828290,"Los Fresnos Consolidated Independent School District, Texas",69593,"Los Fresnos Consolidated Independent School District, Texas",5023
G48028350,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Louise Independent School District,28350,,,9700000US4828350,,,4828350,"Louise Independent School District, Texas",74500,"Louise Independent School District, Texas",30405
G48028380,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Lovejoy Independent School District,28380,,,9700000US4828380,,,4828380,"Lovejoy Independent School District, Texas",181170,"Lovejoy Independent School District, Texas",30114
G48028410,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Lovelady Independent School District,28410,,,9700000US4828410,,,4828410,"Lovelady Independent School District, Texas",67031,"Lovelady Independent School District, Texas",18199
G48028500,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Lubbock Independent School District,28500,,,9700000US4828500,,,4828500,"Lubbock Independent School District, Texas",53614,"Lubbock Independent School District, Texas",2024
G48028530,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Lueders-Avoca Independent School District,28530,,,9700000US4828530,,,4828530,"Lueders-Avoca Independent School District, Texas",83056,"Lueders-Avoca Independent School District, Texas",31063
G48028550,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Lufkin Independent School District,28550,,,9700000US4828550,,,4828550,"Lufkin Independent School District, Texas",58102,"Lufkin Independent School District, Texas",4382
G48028590,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Luling Independent School District,28590,,,9700000US4828590,,,4828590,"Luling Independent School District, Texas",58684,"Luling Independent School District, Texas",5407
G48028620,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Lyford Consolidated Independent School District,28620,,,9700000US4828620,,,4828620,"Lyford Consolidated Independent School District, Texas",43954,"Lyford Consolidated Independent School District, Texas",18061
G48028650,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Lytle Independent School District,28650,,,9700000US4828650,,,4828650,"Lytle Independent School District, Texas",71696,"Lytle Independent School District, Texas",19932
G48028680,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Mabank Independent School District,28680,,,9700000US4828680,,,4828680,"Mabank Independent School District, Texas",62913,"Mabank Independent School District, Texas",4658
G48028710,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Madisonville Consolidated Independent School District,28710,,,9700000US4828710,,,4828710,"Madisonville Consolidated Independent School District, Texas",69704,"Madisonville Consolidated Independent School District, Texas",6467
G48028740,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Magnolia Independent School District,28740,,,9700000US4828740,,,4828740,"Magnolia Independent School District, Texas",107283,"Magnolia Independent School District, Texas",8534
G48028780,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Malakoff Independent School District,28780,,,9700000US4828780,,,4828780,"Malakoff Independent School District, Texas",68269,"Malakoff Independent School District, Texas",8885
G48028800,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Malone Independent School District,28800,,,9700000US4828800,,,4828800,"Malone Independent School District, Texas",56250,"Malone Independent School District, Texas",24213
G48028830,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Malta Independent School District,28830,,,9700000US4828830,,,4828830,"Malta Independent School District, Texas",88333,"Malta Independent School District, Texas",19181
G48028890,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Manor Independent School District,28890,,,9700000US4828890,,,4828890,"Manor Independent School District, Texas",97415,"Manor Independent School District, Texas",7159
G48028920,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Mansfield Independent School District,28920,,,9700000US4828920,,,4828920,"Mansfield Independent School District, Texas",113158,"Mansfield Independent School District, Texas",3716
G48028980,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Marathon Independent School District,28980,,,9700000US4828980,,,4828980,"Marathon Independent School District, Texas",46019,"Marathon Independent School District, Texas",8193
G48029010,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Marble Falls Independent School District,29010,,,9700000US4829010,,,4829010,"Marble Falls Independent School District, Texas",75649,"Marble Falls Independent School District, Texas",6586
G48029040,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Marfa Independent School District,29040,,,9700000US4829040,,,4829040,"Marfa Independent School District, Texas",45641,"Marfa Independent School District, Texas",8108
G48029100,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Marion Independent School District,29100,,,9700000US4829100,,,4829100,"Marion Independent School District, Texas",84853,"Marion Independent School District, Texas",11833
G48029130,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Marlin Independent School District,29130,,,9700000US4829130,,,4829130,"Marlin Independent School District, Texas",43381,"Marlin Independent School District, Texas",9773
G48029160,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Marshall Independent School District,29160,,,9700000US4829160,,,4829160,"Marshall Independent School District, Texas",57965,"Marshall Independent School District, Texas",4396
G48029190,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Mart Independent School District,29190,,,9700000US4829190,,,4829190,"Mart Independent School District, Texas",78393,"Mart Independent School District, Texas",13261
G48029220,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Martins Mill Independent School District,29220,,,9700000US4829220,,,4829220,"Martins Mill Independent School District, Texas",70820,"Martins Mill Independent School District, Texas",26941
G48029250,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Martinsville Independent School District,29250,,,9700000US4829250,,,4829250,"Martinsville Independent School District, Texas",67031,"Martinsville Independent School District, Texas",8346
G48029280,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Mason Independent School District,29280,,,9700000US4829280,,,4829280,"Mason Independent School District, Texas",74328,"Mason Independent School District, Texas",6993
G48029370,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Matagorda Independent School District,29370,,,9700000US4829370,,,4829370,"Matagorda Independent School District, Texas",43676,"Matagorda Independent School District, Texas",25683
G48029400,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Mathis Independent School District,29400,,,9700000US4829400,,,4829400,"Mathis Independent School District, Texas",45367,"Mathis Independent School District, Texas",10514
G48029460,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Maud Independent School District,29460,,,9700000US4829460,,,4829460,"Maud Independent School District, Texas",60441,"Maud Independent School District, Texas",12630
G48029520,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,May Independent School District,29520,,,9700000US4829520,,,4829520,"May Independent School District, Texas",49750,"May Independent School District, Texas",9020
G48029580,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Maypearl Independent School District,29580,,,9700000US4829580,,,4829580,"Maypearl Independent School District, Texas",93514,"Maypearl Independent School District, Texas",13381
G48029670,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,McAllen Independent School District,29670,,,9700000US4829670,,,4829670,"McAllen Independent School District, Texas",58719,"McAllen Independent School District, Texas",2738
G48029700,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,McCamey Independent School District,29700,,,9700000US4829700,,,4829700,"McCamey Independent School District, Texas",39423,"McCamey Independent School District, Texas",18354
G48029760,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,McDade Independent School District,29760,,,9700000US4829760,,,4829760,"McDade Independent School District, Texas",77750,"McDade Independent School District, Texas",27324
G48029820,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,McGregor Independent School District,29820,,,9700000US4829820,,,4829820,"McGregor Independent School District, Texas",86000,"McGregor Independent School District, Texas",15518
G48029850,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,McKinney Independent School District,29850,,,9700000US4829850,,,4829850,"McKinney Independent School District, Texas",118747,"McKinney Independent School District, Texas",5821
G48029880,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,McLean Independent School District,29880,,,9700000US4829880,,,4829880,"McLean Independent School District, Texas",71442,"McLean Independent School District, Texas",38046
G48029910,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,McLeod Independent School District,29910,,,9700000US4829910,,,4829910,"McLeod Independent School District, Texas",53750,"McLeod Independent School District, Texas",18396
G48029940,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,McMullen County Independent School District,29940,,,9700000US4829940,,,4829940,"McMullen County Independent School District, Texas",43875,"McMullen County Independent School District, Texas",13683
G48030000,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Meadow Independent School District,30000,,,9700000US4830000,,,4830000,"Meadow Independent School District, Texas",59444,"Meadow Independent School District, Texas",44285
G48030030,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Medina Independent School District,30030,,,9700000US4830030,,,4830030,"Medina Independent School District, Texas",82813,"Medina Independent School District, Texas",19973
G48030060,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Medina Valley Independent School District,30060,,,9700000US4830060,,,4830060,"Medina Valley Independent School District, Texas",99115,"Medina Valley Independent School District, Texas",6604
G48030120,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Melissa Independent School District,30120,,,9700000US4830120,,,4830120,"Melissa Independent School District, Texas",138846,"Melissa Independent School District, Texas",7879
G48030180,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Memphis Independent School District,30180,,,9700000US4830180,,,4830180,"Memphis Independent School District, Texas",47917,"Memphis Independent School District, Texas",14471
G48030210,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Menard Independent School District,30210,,,9700000US4830210,,,4830210,"Menard Independent School District, Texas",53043,"Menard Independent School District, Texas",18990
G48030250,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Mercedes Independent School District,30250,,,9700000US4830250,,,4830250,"Mercedes Independent School District, Texas",37280,"Mercedes Independent School District, Texas",12050
G48030300,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Meridian Independent School District,30300,,,9700000US4830300,,,4830300,"Meridian Independent School District, Texas",70000,"Meridian Independent School District, Texas",16558
G48030340,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Merkel Independent School District,30340,,,9700000US4830340,,,4830340,"Merkel Independent School District, Texas",63393,"Merkel Independent School District, Texas",10144
G48030360,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Irion County Independent School District,30360,,,9700000US4830360,,,4830360,"Irion County Independent School District, Texas",70357,"Irion County Independent School District, Texas",19271
G48030390,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Mesquite Independent School District,30390,,,9700000US4830390,,,4830390,"Mesquite Independent School District, Texas",71595,"Mesquite Independent School District, Texas",3110
G48030420,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Mexia Independent School District,30420,,,9700000US4830420,,,4830420,"Mexia Independent School District, Texas",53498,"Mexia Independent School District, Texas",5218
G48030450,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Meyersville Independent School District,30450,,,9700000US4830450,,,4830450,"Meyersville Independent School District, Texas",69417,"Meyersville Independent School District, Texas",19080
G48030480,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Miami Independent School District,30480,,,9700000US4830480,,,4830480,"Miami Independent School District, Texas",68529,"Miami Independent School District, Texas",18683
G48030570,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Midland Independent School District,30570,,,9700000US4830570,,,4830570,"Midland Independent School District, Texas",90403,"Midland Independent School District, Texas",5785
G48030600,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Midlothian Independent School District,30600,,,9700000US4830600,,,4830600,"Midlothian Independent School District, Texas",131167,"Midlothian Independent School District, Texas",8483
G48030640,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Midway Independent School District (McLennan County),30640,,,9700000US4830640,,,4830640,"Midway Independent School District (McLennan County), Texas",95241,"Midway Independent School District (McLennan County), Texas",7603
G48030660,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Midway Independent School District (Clay and Jack Counties),30660,,,9700000US4830660,,,4830660,"Midway Independent School District (Clay and Jack Counties), Texas",107500,"Midway Independent School District (Clay and Jack Counties), Texas",40062
G48030690,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Milano Independent School District,30690,,,9700000US4830690,,,4830690,"Milano Independent School District, Texas",61786,"Milano Independent School District, Texas",15774
G48030720,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Mildred Independent School District,30720,,,9700000US4830720,,,4830720,"Mildred Independent School District, Texas",88115,"Mildred Independent School District, Texas",13068
G48030750,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Miles Independent School District,30750,,,9700000US4830750,,,4830750,"Miles Independent School District, Texas",83906,"Miles Independent School District, Texas",20083
G48030780,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Milford Independent School District,30780,,,9700000US4830780,,,4830780,"Milford Independent School District, Texas",61225,"Milford Independent School District, Texas",17568
G48030810,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Miller Grove Independent School District,30810,,,9700000US4830810,,,4830810,"Miller Grove Independent School District, Texas",87368,"Miller Grove Independent School District, Texas",34253
G48030870,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Millsap Independent School District,30870,,,9700000US4830870,,,4830870,"Millsap Independent School District, Texas",106628,"Millsap Independent School District, Texas",23955
G48030930,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Mineola Independent School District,30930,,,9700000US4830930,,,4830930,"Mineola Independent School District, Texas",59063,"Mineola Independent School District, Texas",7325
G48030950,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Mineral Wells Independent School District,30950,,,9700000US4830950,,,4830950,"Mineral Wells Independent School District, Texas",61827,"Mineral Wells Independent School District, Texas",6613
G48031040,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Mission Consolidated Independent School District,31040,,,9700000US4831040,,,4831040,"Mission Consolidated Independent School District, Texas",51194,"Mission Consolidated Independent School District, Texas",3110
G48031170,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Monahans-Wickett-Pyote Independent School District,31170,,,9700000US4831170,,,4831170,"Monahans-Wickett-Pyote Independent School District, Texas",66026,"Monahans-Wickett-Pyote Independent School District, Texas",19741
G48031200,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Montague Independent School District,31200,,,9700000US4831200,,,4831200,"Montague Independent School District, Texas",59167,"Montague Independent School District, Texas",28425
G48031230,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Monte Alto Independent School District,31230,,,9700000US4831230,,,4831230,"Monte Alto Independent School District, Texas",40318,"Monte Alto Independent School District, Texas",15878
G48031260,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Montgomery Independent School District,31260,,,9700000US4831260,,,4831260,"Montgomery Independent School District, Texas",114127,"Montgomery Independent School District, Texas",13058
G48031290,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Moody Independent School District,31290,,,9700000US4831290,,,4831290,"Moody Independent School District, Texas",86778,"Moody Independent School District, Texas",9569
G48031320,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Moran Independent School District,31320,,,9700000US4831320,,,4831320,"Moran Independent School District, Texas",64615,"Moran Independent School District, Texas",27897
G48031380,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Morgan Independent School District,31380,,,9700000US4831380,,,4831380,"Morgan Independent School District, Texas",57500,"Morgan Independent School District, Texas",10306
G48031410,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Morgan Mill Independent School District,31410,,,9700000US4831410,,,4831410,"Morgan Mill Independent School District, Texas",90500,"Morgan Mill Independent School District, Texas",49746
G48031470,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Morton Independent School District,31470,,,9700000US4831470,,,4831470,"Morton Independent School District, Texas",40417,"Morton Independent School District, Texas",10360
G48031500,2020-2024,TX,,,Texas,48,,,,,,,,,,,,,,,,,,,,,,,,Motley County Independent School District,31500,,,9700000US4831500,,,4831500,"Motley County Independent School District, Texas",62813,"Motley County Independent School District, Texas",13965
